"tweetid","name","inreplyuserid","createdat","timezone","friendscount","accountcreated","location","userid","xcoordinate","message","screenname","favoritecount","followerscount","inreplytweetid","retweetcount","utcoffset","ycoordinate","dataagent","place","inreplyscreenname","category","annotation"
1383363143527657477,"Mysti Berry",-1,"2021-04-17 10:14:09","None",2479,"Wed Sep 29 04:36:57 +0000 2010","San Francisco",196464059,"None","Awake at 3 AM Cali time. So nervous about my 2nd vax shot — that something will happen to prevent me getting it. Driving to Stockton to get it before the first shot expires...I just want to hug my sis-in-law again! Dang it!!!! #COVID19Vaccination","MystiBerry",0,1340,-1,0,"None","None","JS Listener","San Francisco, CA","None","vaccine ",1
1383363143775113220,"Lord Darlington Remained.",-1,"2021-04-17 10:14:09","None",1996,"Fri Mar 02 21:15:04 +0000 2018","Toronto, Ontario",969682525772795904,"None","RT @FreedomIsrael_: Is there a link between #COVID vaccinations and new cases? https://t.co/gk75YaFa2X","big_ross55",0,627,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363144689455112,"Ragavendran.R",-1,"2021-04-17 10:14:09","None",1250,"Tue Dec 16 11:44:22 +0000 2014","None",2932163588,"None","RT @Inferno1510: My Mom is a Cancer Survivor. Doing well after Taking the Vaccine. We are much indebted to Modern medicine for all her prog…","RRAGARAJA",0,609,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363136577675272,"Ratu Elizabis III",1273049582939762690,"2021-04-17 10:14:08","None",149,"Wed Jun 17 00:27:38 +0000 2020","None",1273049582939762690,"None","@hasriamri96 @InjangNation 2. Probably. We now have extra 2000 privileged few hogging up the world vaccine supply which cause another 2000 doses delayed to the general public. It$q$s similar to how rich countries hog vaccine supply only to cause delay to the delivery of other countries.","Nabeylsz",0,105,1383362930045980675,0,"None","None","JS Listener","None","Nabeylsz","vaccine ",1
1383363139203264514,"インク",-1,"2021-04-17 10:14:08","None",684,"Thu Mar 23 13:59:21 +0000 2017","nicht ziehen  kliedung",844911445582082049,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","inkchyms",0,192,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363132463063050,"பிறவி பேராசிரியர் 🐬",-1,"2021-04-17 10:14:07","None",893,"Sat Jan 25 11:20:25 +0000 2020","உங்கள் இதயம் 💖💗💟💘",1221030016202375168,"None","RT @Kozhiyaar: 80 நாடுகளுக்கு Vaccine ஏற்றுமதி செய்தோம் என்று பெருமைப் பீற்றிக் கொண்டிருந்த நாடு,  Vaccine இறக்குமதி செய்ய வேண்டிய அவசியத்…","ProfessorBask",0,144,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363133012537348,"สมชาย",-1,"2021-04-17 10:14:07","None",119,"Fri May 09 11:08:25 +0000 2014","Old Trafford",2485182642,"None","RT @bongtao: ไอเดียเรื่อง vaccine tourism คือไปเที่ยวต่างประเทศแล้วได้ฉีดวัคซีนไปด้วยในตัวนี่ไม่ใช่เรื่องตลกขำๆแล้วนะ มัลดีฟส์จะเอาจริงแล้ว…","jttmz11",0,61,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363135122276353,"Louise Garnett 😃",-1,"2021-04-17 10:14:07","None",344,"Wed Mar 02 19:35:53 +0000 2011","Yorkshire",259873982,"None","RT @pcrclaims: Dear citizens amazing we have a vaccine ready. However it won’t finish its trials for another 2 years so we’ve given it an e…","louisegarnett1",0,290,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363135269003265,"Dublin Diver",255147207,"2021-04-17 10:14:07","None",596,"Sat Feb 05 15:56:23 +0000 2011","Dublin, Ireland",247797973,"None","@paulreiddublin @HSELive Paul when you can see the damage it$q$s doing to people and society, why do you keep pushing it? If one covid death is too many, why are you urging people to be injected with something that isn$q$t actually a vaccine?  Trial basis gene therapy, often fatal.. Why Paul?","Scrm101",0,401,1383323639852855303,0,"None","None","JS Listener","None","paulreiddublin","vaccine ",1
1383363135994621952,"Angah🍁",-1,"2021-04-17 10:14:07","None",232,"Sat May 31 14:54:39 +0000 2014","None",2537648521,"None","RT @PointMHD: Our government said earlier that @MuhyiddinYassin was the first Malaysian to receive his vaccination jab.  But apparently it’…","Aesca_",0,231,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363135994621952,"Angah🍁",-1,"2021-04-17 10:14:07","None",232,"Sat May 31 14:54:39 +0000 2014","None",2537648521,"None","RT @PointMHD: Our government said earlier that @MuhyiddinYassin was the first Malaysian to receive his vaccination jab.  But apparently it’…","Aesca_",0,231,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363136170840073,"Nineteen",386243807,"2021-04-17 10:14:07","None",47,"Mon Mar 23 16:49:02 +0000 2020","None",1242131169304621057,"None","@mom23sweetpeas @BogochIsaac Ford is right about vaccine supply. It’s absence in Jan-Feb is why we are here now. The supply is still inadequate.","barkinog",0,16,1383158018087514114,0,"None","None","JS Listener","None","mom23sweetpeas","vaccine ",1
1383363129350909958,"Natasha Donovan FHEA 💙",-1,"2021-04-17 10:14:06","None",921,"Mon Jul 06 22:13:40 +0000 2009","London, England",54351451,"None","Today I shall be visiting the Covid memorial, receiving my 2nd Vaccine....and cuddling this gorgeous baby boy @RyantheBusbyBoy @comedyjohnryan https://t.co/c97FLhw3rQ","gllp",0,515,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363130294603776,"Keith",-1,"2021-04-17 10:14:06","None",1748,"Sun Mar 20 23:56:49 +0000 2011","None",269531625,"None","RT @Sabdublindr: Seeing healthy young adults with no underlying conditions fight over a vaccine which we do not know the efficacy of, &amp; who…","KeithoArmanio",0,1298,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363130294603776,"Keith",-1,"2021-04-17 10:14:06","None",1748,"Sun Mar 20 23:56:49 +0000 2011","None",269531625,"None","RT @Sabdublindr: Seeing healthy young adults with no underlying conditions fight over a vaccine which we do not know the efficacy of, &amp; who…","KeithoArmanio",0,1298,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363127077597186,"Let Us Speak Politics",-1,"2021-04-17 10:14:05","None",115,"Mon Aug 12 13:07:41 +0000 2019","None",1160900664718794753,"None","RT @hank__evans: Kerala and TN are the most literate states of India. Kerala$q$s vaccination % is highest in India, TN$q$s vaccination % is low…","LetUsSpeakPoli1",0,9,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363121654374400,"DerMöweFlugErreichen",-1,"2021-04-17 10:14:04","None",520,"Tue May 18 17:11:51 +0000 2010","None",145312501,"None","RT @ONECampaign: There are huge disparities in #COVID19 vaccine distribution: high-income countries account for 50% of doses worldwide &amp; lo…","Emma_PT",0,83,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363121885048843,"UnicornHunting.blog",-1,"2021-04-17 10:14:04","None",2608,"Mon Jan 31 08:09:44 +0000 2011","England",245263301,"None","RT @unicornhuntingb: Covid #vaccine status: The new hookup app trophy?  Vaccine #swinger #swingeradvice #swingerblog #kink https://t.co/Q0T…","unicornhuntingb",0,3077,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363123671814153,"Francis D. Farquhar, DSO",402851939,"2021-04-17 10:14:04","None",66,"Fri Jul 17 01:47:35 +0000 2020","Voormezeele, Belgium",1283941290154000386,"None","@originlbookgirl @paulisci Or liberals. Left borders open. Disposed of emergency PPE supply. Did not support early masking efforts. No contact tracing. No proper quarantine. No local vaccine production. Inadequate vaccine supply. 1,050,000 cases Over 23,000 deaths","RicADamDoo",0,0,1383353016359653388,0,"None","None","JS Listener","None","originlbookgirl","vaccine ",1
1383363112892465154,"อยากกินชาบู🥺",-1,"2021-04-17 10:14:02","None",629,"Tue May 29 15:03:25 +0000 2012","None",593781517,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","ZETKZF",0,122,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363114452733958,"KIYOOMI.",-1,"2021-04-17 10:14:02","None",0,"Fri May 27 16:57:45 +0000 2016","           hqrp. 20+.  (n)sfw. sdms. heavy cursing.  ",736239981950177281,"None","hello #hqrp . kiyoomi sakusa. 25. outside hitter of msby black jackals. pleased to meet everyone here, take a bath first before interacting with me or better get your flu shots now. https://t.co/a0e5iiKhZ4","sakughsa",0,0,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363114452733958,"KIYOOMI.",-1,"2021-04-17 10:14:02","None",0,"Fri May 27 16:57:45 +0000 2016","           hqrp. 20+.  (n)sfw. sdms. heavy cursing.  ",736239981950177281,"None","hello #hqrp . kiyoomi sakusa. 25. outside hitter of msby black jackals. pleased to meet everyone here, take a bath first before interacting with me or better get your flu shots now. https://t.co/a0e5iiKhZ4","sakughsa",0,0,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363109117599747,"Sofia",-1,"2021-04-17 10:14:01","None",977,"Sun Aug 25 08:24:14 +0000 2013","syurga dunia",1698589465,"None","RT @PointMHD: Our government said earlier that @MuhyiddinYassin was the first Malaysian to receive his vaccination jab.  But apparently it’…","hagiasofia_",0,2209,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363109117599747,"Sofia",-1,"2021-04-17 10:14:01","None",977,"Sun Aug 25 08:24:14 +0000 2013","syurga dunia",1698589465,"None","RT @PointMHD: Our government said earlier that @MuhyiddinYassin was the first Malaysian to receive his vaccination jab.  But apparently it’…","hagiasofia_",0,2209,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363104432562176,"PriyaRaju",1302208763202433025,"2021-04-17 10:14:00","None",665,"Fri Jul 25 01:57:56 +0000 2008","Chennai, India",15592608,"None","@VENKATA62041476 @raaga31280 @PrabhuCapt @thirumaofficial I’m very glad to hear you’re doing fine, sir. We all have to help &amp; support each other. Those spreading fake news about the vaccine are neither helping nor supporting.","PriyaRaju",0,6261,1383351730306314242,0,"None","None","JS Listener","None","VENKATA62041476","vaccine ",1
1383363095679037443,"The 1997.",-1,"2021-04-17 10:13:58","None",226,"Tue Jan 11 13:15:29 +0000 2011","jaewin-dojung-yutae",236825843,"None","RT @benwonx: รมว.ท่องเที่ยวมัลดีฟส์ประกาศเตรียมฉีดวัคซีนให้นักท่องเที่ยวต่างชาติที่เดินทางเช้าประเทศ ผ่านโครงการ 3V คือ Visit, Vaccinate แล…","ELFnokyoonG",0,5055,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363098480807938,"Angie B 🏴‍☠️",-1,"2021-04-17 10:13:58","None",3706,"Fri Feb 04 22:11:51 +0000 2011","None",247484228,"None","The @HSELive plan to carry on their policy of giving vaccine preference to the most selfish!  Under 30s have highest infection rate because they’re not observing guidelines.  Reward them!","angiebeeb",0,5533,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363091895775239,"LockdownSceptics.org",-1,"2021-04-17 10:13:57","None",1,"Sun Nov 22 17:35:51 +0000 2020","None",1330565616936345601,"None","Pregnant women should be offered a Covid vaccine, new Government advice says. The AstraZeneca jab will be given where another is not available despite the JCVI saying $q$more research is needed$q$ on its impact on pregnancy. https://t.co/eOodV9mQy3","LD_Sceptics",0,9946,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363091895775239,"LockdownSceptics.org",-1,"2021-04-17 10:13:57","None",1,"Sun Nov 22 17:35:51 +0000 2020","None",1330565616936345601,"None","Pregnant women should be offered a Covid vaccine, new Government advice says. The AstraZeneca jab will be given where another is not available despite the JCVI saying $q$more research is needed$q$ on its impact on pregnancy. https://t.co/eOodV9mQy3","LD_Sceptics",0,9946,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363092927586305,"Ryan Michael",-1,"2021-04-17 10:13:57","None",2893,"Mon Dec 21 17:53:33 +0000 2015","halloffame city ohio",4559261595,"None","RT @aquarunner1: Why aren’t we testing people for antibodies BEFORE administering  experimental vaccines? Why would doctors abandon their c…","halloffamecity6",0,1279,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363092927586305,"Ryan Michael",-1,"2021-04-17 10:13:57","None",2893,"Mon Dec 21 17:53:33 +0000 2015","halloffame city ohio",4559261595,"None","RT @aquarunner1: Why aren’t we testing people for antibodies BEFORE administering  experimental vaccines? Why would doctors abandon their c…","halloffamecity6",0,1279,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363079467982848,"Les",-1,"2021-04-17 10:13:54","None",67,"Tue Apr 13 18:44:45 +0000 2021","None",1382041653372936194,"None","RT @JamesMelville: Some may argue that vaccine passports are the first step towards eradicating a disease. Rather, they are the first step…","Les64008605",0,7,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363080504037382,"ottel",-1,"2021-04-17 10:13:54","None",353,"Sun Nov 09 19:42:13 +0000 2008","None",17272840,"None","RT @PointMHD: Our government said earlier that @MuhyiddinYassin was the first Malaysian to receive his vaccination jab.  But apparently it’…","ottel",0,4379,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363080504037382,"ottel",-1,"2021-04-17 10:13:54","None",353,"Sun Nov 09 19:42:13 +0000 2008","None",17272840,"None","RT @PointMHD: Our government said earlier that @MuhyiddinYassin was the first Malaysian to receive his vaccination jab.  But apparently it’…","ottel",0,4379,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383363080579522561,"Jane Morvan",362436552,"2021-04-17 10:13:54","None",94,"Fri Aug 26 11:52:59 +0000 2011","None",362436552,"None","ardent supporter of the Clintons, died in Feb 1997 following a stroke. --- All US Army &amp; AAF (US Airforce) personnel were vaccinated with typhoid, paratyphoid A &amp; B bacilli heated to a temperature of 53-55°C. The US vaccine contained 1,000 million typhoid bacilli &amp; 250 million","ScottishFemme",0,47,1383363078960476162,0,"None","None","JS Listener","None","ScottishFemme","vaccine ",1
1383363081439367169,"Petter",-1,"2021-04-17 10:13:54","None",1331,"Mon Apr 11 16:58:26 +0000 2011","None",280594854,"None","Block from a antivaxx and antigerm theory Cultist. That$q$s one for the trophy rack. Wierd how he refused to answer a simple question about treatment of endocarditis... #antivaxx #vaccine #nonsense @erlhel https://t.co/eF2aQScB3F","Petterwass",0,184,-1,0,"None","None","JS Listener","None","None","vaccine ",1
